datetime,temperature,solar_intensity,efficiency,power_output,price_per_kwh,weather_condition
2024-01-01 00:00:00,25.399368788600757,11.014903339804391,9.270554715644721,0.09411567665192974,0.09353255197059204,1
2024-01-01 01:00:00,21.502576094930316,0.0,0.0,0.0,0.09463468653405031,1
2024-01-01 02:00:00,20.22108589667156,0.0,0.0,0.0,0.09406279320497654,0
2024-01-01 03:00:00,20.88659212357209,0.0,0.0,0.0,0.09388245576446791,0
2024-01-01 04:00:00,18.390090311394754,0.0,0.0,0.0,0.09277973430024025,1
2024-01-01 05:00:00,18.60275812791124,0.0,0.0,0.0,0.09402980916131042,0
2024-01-01 06:00:00,17.747465285114608,0.0,0.0,0.0,0.09420742660935076,0
2024-01-01 07:00:00,19.83898872509894,0.0,0.0,0.0,0.09521032366010498,0
2024-01-01 08:00:00,17.485401276420824,0.0,0.0,0.0,0.14043097069406416,1
2024-01-01 09:00:00,21.06693190451679,0.0,0.0,0.0,0.1408851002360246,0
2024-01-01 10:00:00,17.169982843262176,0.0,0.0,0.0,0.14017562985343568,1
2024-01-01 11:00:00,27.131871051625176,0.0,0.0,0.0,0.14303127550130265,0
2024-01-01 12:00:00,21.970078419028642,0.0,0.0,0.0,0.1452759996564386,2
2024-01-01 13:00:00,25.68127677372188,141.5334176540365,18.560561647970744,2.4353114699862,0.1409629020596071,0
2024-01-01 14:00:00,23.59181901070285,128.13281113420638,9.312048789963232,1.1569502595277137,0.1407661653651578,1
2024-01-01 15:00:00,24.554669647261292,372.5453365789337,19.08348096222181,6.774125161360006,0.13914005306864033,0
2024-01-01 16:00:00,25.884783187861988,435.71911619521666,19.322123109757932,7.729474977273407,0.1387621393901761,0
2024-01-01 17:00:00,28.31442918990766,344.1748232231519,9.517332014458155,3.0804049766503407,0.14159858563899308,1
2024-01-01 18:00:00,29.519854977367864,625.9329423403512,19.45587095928576,11.893403635638913,0.139748856314348,0
2024-01-01 19:00:00,24.187546387847277,535.6622885907755,19.2940816392519,10.136928421412945,0.14048245962701192,0
2024-01-01 20:00:00,26.79382625832918,93.73160779053076,3.732696636702815,0.33377289045706904,0.1433611372947817,2
2024-01-01 21:00:00,30.57442211224144,269.3483011490286,9.391749604466554,2.3610336067136126,0.09383024463343377,1
2024-01-01 22:00:00,29.44362771523911,291.4209474400391,18.728175515608534,5.165665011518221,0.09352796511043822,0
2024-01-01 23:00:00,27.276295646359507,277.3462871418768,18.848907506307693,5.074844782096834,0.09341284033605858,0
2024-01-02 00:00:00,25.01051950926634,79.31027773247524,18.368295990562242,1.3609622534734955,0.09396574309038166,0
2024-01-02 01:00:00,24.21283276050016,0.0,0.0,0.0,0.0952416793472667,0
2024-01-02 02:00:00,19.952575490438612,0.0,0.0,0.0,0.09448460868052821,1
2024-01-02 03:00:00,18.456733553118518,0.0,0.0,0.0,0.09462019286310715,0
2024-01-02 04:00:00,17.29500249012512,0.0,0.0,0.0,0.09343713193279647,1
2024-01-02 05:00:00,23.488714964340566,0.0,0.0,0.0,0.09281333573915644,1
2024-01-02 06:00:00,14.469411048470887,0.0,0.0,0.0,0.09608352924856957,2
2024-01-02 07:00:00,23.88159146793812,0.0,0.0,0.0,0.09335363116638859,0
2024-01-02 08:00:00,15.433720886375438,0.0,0.0,0.0,0.14352611387207964,2
2024-01-02 09:00:00,16.42330769894754,0.0,0.0,0.0,0.14298098429215178,2
2024-01-02 10:00:00,20.747140017452427,0.0,0.0,0.0,0.13983622056931833,1
2024-01-02 11:00:00,23.533965882493753,0.0,0.0,0.0,0.14126536984341426,1
2024-01-02 12:00:00,24.246468708628807,12.893173474824607,9.216680223973553,0.10838206476786302,0.1411494748481339,1
2024-01-02 13:00:00,26.204132272851567,189.12438130823293,18.772550636217407,3.3946060821161423,0.14263835845956807,0
2024-01-02 14:00:00,26.823439199714734,337.39549693705607,19.081321588367825,5.976975767480289,0.14118696401369538,0
2024-01-02 15:00:00,19.524884361388498,36.37875070997748,3.7386749404833317,0.131855851947635,0.14316391693675004,2
2024-01-02 16:00:00,29.817347873310677,461.0519439500383,18.814227371801714,8.16478051761743,0.1408016411793513,0
2024-01-02 17:00:00,28.226778994526647,360.55375656476156,9.453935557237532,3.332088129044558,0.1406897534857576,1
2024-01-02 18:00:00,27.72873037853424,716.8633463241798,19.80595614978494,13.910800246765042,0.1402224272040977,0
2024-01-02 19:00:00,26.61507320144419,582.2491777650653,19.310546160967114,10.912241054279074,0.14194298118621781,0
2024-01-02 20:00:00,28.797369814215067,528.8289588101519,19.16680827221315,9.685283006859482,0.14045984542487905,0
